学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
柴瑞,金融学,4,男,97,95,82,1,1,1,100.0,81,84,88.65,65,72.1,92.15,8.144527815247079,74.46000000000001
全秀云,计算机科学与技术,2,女,75,83,81,1,1,1,100.0,82,99,89.15,81,83.44,91.05000000000001,4.163331998932265,84.26
何兰英,计算机科学与技术,3,男,78,91,74,0,1,1,66.67,71,80,75.38,81,79.31,73.618,8.888194417315589,78.75200000000001
何鹏,电子信息工程,4,男,88,92,99,1,1,1,100.0,84,84,89.9,97,94.87,93.10000000000001,5.5677643628300215,94.16
王娜,会计学,4,女,80,61,67,1,1,1,100.0,73,76,78.05,99,92.72,83.14999999999999,9.71253485622231,90.62
李明,金融学,4,男,89,89,65,1,1,1,100.0,99,100,94.05,66,74.41,94.14999999999999,13.856406460551018,77.22
朱建国,电子信息工程,1,男,62,73,76,1,1,1,100.0,95,97,89.1,81,83.43,89.89999999999999,7.3711147958319945,84.24000000000001
王彬,会计学,4,女,81,96,89,1,1,1,100.0,88,96,92.6,60,69.78,94.19999999999999,7.505553499465135,73.03999999999999
张秀华,英语,1,男,73,80,66,0,1,1,66.67,94,98,83.23,100,94.97,77.368,7.0,93.292
李涛,金融学,3,女,92,60,69,1,1,1,100.0,73,81,80.6,97,92.08,85.2,16.50252505931542,90.44
傅志强,金融学,2,女,93,86,74,1,1,1,100.0,92,72,86.3,82,83.29,89.89999999999999,9.60902353693305,83.72
陶旭,计算机科学与技术,3,男,76,81,68,0,1,1,66.67,91,76,77.58,61,65.97,74.218,6.557438524302,67.632
高想,金融学,3,男,72,90,61,0,1,1,66.67,78,79,74.88,97,90.36,72.518,14.6401275039985,88.15199999999999
张涛,会计学,1,男,98,87,98,1,1,1,100.0,80,72,86.3,84,84.69,91.1,6.350852961085883,84.92
吴坤,会计学,2,男,83,83,86,0,1,0,33.33,97,77,75.37,93,87.71,64.63199999999999,1.7320508075688772,85.94800000000001
杜芳,英语,4,男,72,84,63,1,1,1,100.0,85,79,82.9,73,75.97,86.5,10.535653752852738,76.96000000000001
侯玲,英语,3,女,64,73,75,1,1,1,100.0,88,91,85.95,92,90.18,88.05,5.859465277082315,89.58
武志强,会计学,4,男,66,73,74,1,1,1,100.0,99,70,83.55,84,83.86,86.64999999999999,4.358898943540674,83.82
王玉兰,英语,4,男,72,96,66,1,1,1,100.0,95,84,88.15,79,81.74,90.25,15.874507866387544,82.66
梅彬,会计学,4,女,66,70,84,1,1,1,100.0,87,83,84.5,75,77.85,87.5,9.451631252505218,78.80000000000001
孔志强,会计学,3,男,85,70,94,1,1,1,100.0,85,77,85.4,64,70.42,89.2,12.12435565298214,72.56
郭帅,英语,1,女,68,77,77,1,1,1,100.0,71,92,82.95,99,94.18,86.65,5.196152422706632,92.58
郑飞,电子信息工程,1,女,80,96,96,1,1,0,66.67,79,92,83.28,88,86.58,79.518,9.237604307034012,86.112
蒋玉珍,会计学,3,女,96,68,70,0,0,1,33.33,80,82,70.57,70,70.17,61.032,15.620499351813308,70.228
王岩,会计学,3,男,81,75,72,1,1,1,100.0,98,98,91.8,73,78.64,92.19999999999999,4.58257569495584,80.52
贺雪梅,电子信息工程,3,女,88,92,73,1,0,1,66.67,95,79,82.13,69,72.94,78.068,10.016652800877813,74.252
欧凤英,会计学,3,女,65,89,83,1,1,1,100.0,100,81,88.95,79,81.98,90.85,12.489995996796797,82.98
胡龙,金融学,4,男,86,69,100,1,1,0,66.67,89,72,79.08,69,72.02,76.31800000000001,15.524174696260024,73.032
黄萍,会计学,3,女,89,97,64,0,1,1,66.67,90,87,82.58,63,68.87,78.218,17.214335111567145,70.832
王辉,金融学,3,男,84,80,72,1,1,0,66.67,83,72,75.68,95,89.2,73.518,6.110100926607786,87.272
熊东,计算机科学与技术,4,男,61,60,70,1,1,1,100.0,87,78,80.35,86,84.3,83.85,5.507570547286102,83.74000000000001
周凤兰,英语,2,男,71,70,99,1,1,1,100.0,96,71,85.75,65,71.22,89.05,16.46207763315433,73.30000000000001
吴欢,金融学,3,男,100,96,93,1,1,1,100.0,87,73,88.9,96,93.87,92.9,3.511884584284246,93.16
郑海燕,金融学,1,女,98,87,95,1,0,1,66.67,88,92,86.33,66,72.1,81.668,5.686240703077327,74.132
李楠,金融学,2,女,81,72,63,1,1,1,100.0,92,74,83.1,84,83.73,86.5,9.0,83.64
祁莹,会计学,4,男,62,65,88,1,1,1,100.0,75,88,82.25,65,70.18,85.95,14.224392195567912,71.9
黄艳,英语,3,女,75,86,86,1,1,1,100.0,84,73,83.95,85,84.68,88.25,6.350852961085883,84.58000000000001
张欣,计算机科学与技术,1,女,93,100,67,1,1,1,100.0,93,73,87.5,97,94.15,90.9,17.387735140993303,93.19999999999999
王建军,金融学,2,男,83,96,79,1,1,1,100.0,97,71,87.8,97,94.24,91.0,8.888194417315589,93.32
张平,金融学,2,女,66,95,91,1,1,1,100.0,88,73,85.45,67,72.54,89.35,15.716233645501712,74.38
周磊,英语,3,男,98,63,71,0,1,1,66.67,75,83,76.03,80,78.81,73.568,18.339392937971894,78.412
江明,电子信息工程,1,女,70,76,77,1,1,1,100.0,87,89,86.3,73,76.99,88.69999999999999,3.7859388972001824,78.32
袁岩,计算机科学与技术,2,男,98,93,84,1,1,1,100.0,98,96,96.0,99,98.1,96.6,7.094598884597588,97.80000000000001
罗利,计算机科学与技术,3,男,94,75,75,1,1,1,100.0,75,75,81.9,92,88.97,86.9,10.96965511460289,87.96000000000001
蒋瑜,会计学,4,男,60,74,94,1,1,1,100.0,78,72,80.3,91,87.79,85.3,17.08800749063506,86.72
陈浩,计算机科学与技术,1,男,61,94,92,1,1,1,100.0,71,81,82.7,73,75.91,87.5,18.502252115170556,76.88
李金凤,电子信息工程,2,女,71,64,88,1,1,1,100.0,100,74,85.8,74,77.54,88.39999999999999,12.342339054382412,78.72
夏杨,电子信息工程,4,男,83,87,98,1,1,1,100.0,88,85,90.05,76,80.21,92.75,7.767453465154029,81.62
曾楠,英语,3,女,87,61,66,1,1,1,100.0,71,85,80.4,84,82.92,84.8,13.796134724383252,82.56
刘冬梅,计算机科学与技术,4,男,80,62,72,1,1,1,100.0,90,87,85.65,76,78.9,87.95,9.018499505645789,79.86000000000001
冯丹丹,会计学,3,男,66,60,64,1,1,0,66.67,73,75,69.33,92,85.2,67.86800000000001,3.055050463303893,82.93199999999999
梁娜,金融学,3,男,80,86,84,1,1,1,100.0,86,78,86.0,84,84.6,89.6,3.055050463303893,84.8
陈帅,会计学,4,女,63,83,86,0,1,1,66.67,100,86,83.03,98,93.51,77.768,12.503332889007368,92.012
卢桂珍,会计学,2,男,79,88,73,0,1,1,66.67,94,99,85.58,69,73.97,79.61800000000001,7.54983443527075,75.632
鞠娟,会计学,1,女,98,85,61,1,1,1,100.0,77,95,87.4,98,94.82,90.2,18.77054430040145,93.75999999999999
赵佳,英语,3,女,73,72,100,1,1,1,100.0,89,85,88.0,66,72.6,90.6,15.88500340992514,74.80000000000001
宋丽华,金融学,4,男,85,92,95,1,1,1,100.0,88,91,91.95,72,77.98,94.05,5.131601439446884,79.97999999999999
李玉珍,英语,4,女,75,67,80,1,1,1,100.0,96,83,86.95,72,76.48,89.05,6.557438524302,77.97999999999999
李磊,计算机科学与技术,1,女,82,63,69,1,1,1,100.0,70,80,78.9,60,65.67,83.9,9.71253485622231,67.56
张梅,英语,4,男,78,65,76,1,1,1,100.0,81,93,85.4,79,80.92,88.0,7.0,81.56
蔡玉珍,计算机科学与技术,2,女,78,100,69,0,1,1,66.67,99,83,83.53,92,89.46,78.668,15.947831618540913,88.612
何桂花,会计学,2,女,62,100,73,1,1,0,66.67,84,99,82.58,82,82.17,77.618,19.55334583474995,82.232
沈亮,金融学,3,男,85,95,97,1,1,1,100.0,89,83,90.7,73,78.31,93.5,6.429100507328636,80.08
邵秀兰,电子信息工程,4,女,97,75,83,1,1,1,100.0,87,78,86.75,65,71.53,90.25,11.135528725660043,73.7
高阳,电子信息工程,3,女,81,94,89,1,1,1,100.0,75,95,88.9,77,80.57,91.9,6.557438524302,81.75999999999999
贾峰,会计学,3,男,75,63,72,1,1,1,100.0,86,88,84.5,84,84.15,87.1,6.244997998398398,84.2
赵秀华,计算机科学与技术,3,女,72,86,76,1,1,1,100.0,77,83,83.4,81,81.72,87.4,7.211102550927978,81.96000000000001
杨桂兰,会计学,2,男,61,83,95,1,1,1,100.0,75,98,87.15,68,73.74,89.85000000000001,17.243356208503418,75.66
张华,会计学,1,男,72,81,77,1,1,1,100.0,98,78,87.0,81,82.8,89.4,4.509249752822894,83.4
郭超,计算机科学与技术,3,女,95,91,99,1,0,1,66.67,84,84,83.83,94,90.95,80.36800000000001,4.0,89.932
陈慧,英语,1,男,75,71,62,1,1,1,100.0,70,93,81.55,92,88.86,85.25,6.6583281184793925,87.82
张丽娟,计算机科学与技术,4,女,80,74,76,1,1,1,100.0,85,79,84.0,71,74.9,87.6,3.0550504633038935,76.2
魏林,会计学,4,男,70,66,81,1,1,1,100.0,87,83,84.2,66,71.46,87.2,7.767453465154029,73.28
陈桂芳,电子信息工程,2,男,79,95,63,1,1,1,100.0,80,80,83.7,68,72.71,87.7,16.0,74.28
王峰,会计学,1,女,94,95,99,1,1,1,100.0,93,94,95.55,72,79.06,96.85,2.6457513110645907,81.41999999999999
巩军,电子信息工程,1,男,86,89,76,1,1,1,100.0,71,84,83.85,79,80.46,88.35,6.8068592855540455,80.94
王丹丹,计算机科学与技术,3,女,76,62,79,1,1,1,100.0,82,79,81.95,85,84.08,85.85,9.073771725877467,83.78
李丽丽,英语,2,女,75,82,73,0,1,1,66.67,93,70,77.08,87,84.02,74.11800000000001,4.725815626252609,83.032
张桂荣,计算机科学与技术,1,男,98,62,63,1,0,1,66.67,97,90,82.38,80,80.71,77.018,20.502032419575706,80.952
常洁,会计学,4,男,98,64,96,0,1,1,66.67,75,81,78.13,75,75.94,75.868,19.078784028338912,76.252
刘瑜,电子信息工程,2,女,73,91,70,1,1,0,66.67,94,98,84.73,86,85.62,78.868,11.357816691600547,85.492
龚建国,金融学,2,女,65,75,88,1,1,0,66.67,78,77,74.88,64,67.26,72.718,11.532562594670797,68.352
曲宇,计算机科学与技术,2,女,73,68,82,1,1,0,66.67,82,89,78.38,87,84.41,74.618,7.094598884597588,83.55199999999999
马洋,金融学,2,男,63,61,79,1,1,1,100.0,77,82,80.05,64,68.82,84.14999999999999,9.865765724632494,70.42
汪超,会计学,2,女,82,89,79,1,1,1,100.0,97,84,90.25,79,82.38,92.15,5.131601439446884,83.5
周淑英,英语,2,男,95,63,94,1,1,1,100.0,76,75,82.95,68,72.48,87.85,18.193405398660254,73.97999999999999
黄帅,会计学,4,女,73,62,74,1,1,1,100.0,91,86,85.15,68,73.14,87.45,6.6583281184793925,74.86
易静,英语,2,男,64,67,91,1,1,1,100.0,88,94,87.7,69,74.61,89.5,14.798648586948742,76.48
邵淑珍,电子信息工程,4,女,85,66,87,1,1,1,100.0,80,92,86.8,77,79.94,89.6,11.590225767142474,80.91999999999999
马莹,金融学,4,男,84,76,91,1,1,1,100.0,70,89,84.85,62,68.85,88.94999999999999,7.505553499465135,71.13999999999999
卢文,计算机科学与技术,4,女,88,91,63,1,1,1,100.0,98,86,90.2,98,95.66,91.8,15.37313674346694,94.88
叶超,计算机科学与技术,4,男,83,71,83,1,0,1,66.67,98,74,80.03,82,81.41,76.168,6.928203230275509,81.21199999999999
赵兰英,计算机科学与技术,4,男,70,87,91,0,1,1,66.67,77,85,78.63,88,85.19,75.768,11.150485789118488,84.252
罗兰英,电子信息工程,2,男,66,93,64,1,1,0,66.67,93,95,82.63,95,91.29,77.168,16.19670748434179,90.05199999999999
张秀梅,金融学,1,男,77,62,92,0,1,0,33.33,82,73,68.52,89,82.86,59.682,15.0,80.80799999999999
王波,计算机科学与技术,2,男,88,60,96,0,1,1,66.67,96,77,80.98,85,83.79,77.018,18.903262505010435,83.392
蔺玉梅,金融学,4,男,69,87,93,1,1,1,100.0,71,97,86.9,86,86.27,90.10000000000001,12.489995996796797,86.36000000000001
周玉英,金融学,3,女,78,100,88,1,0,1,66.67,95,89,85.93,82,83.18,80.868,11.015141094572204,83.572
王军,英语,2,男,89,73,82,1,1,1,100.0,83,76,84.15,70,74.24,88.25,8.020806277010644,75.66
陈玉,金融学,2,女,90,91,72,1,1,1,100.0,71,71,80.8,99,93.54,86.6,10.692676621563628,91.72
龙海燕,计算机科学与技术,3,男,91,72,70,1,1,1,100.0,90,72,83.8,73,76.24,87.6,11.590225767142472,77.32
贺桂花,英语,4,男,96,69,94,1,1,1,100.0,83,83,87.4,91,89.92,90.80000000000001,15.044378795195676,89.56
余静,电子信息工程,4,男,60,73,70,1,1,0,66.67,76,74,71.13,79,76.64,69.468,6.8068592855540455,75.852
樊兵,计算机科学与技术,3,女,87,99,100,1,1,1,100.0,89,82,91.35,80,83.4,94.25,7.234178138070236,84.53999999999999
萧金凤,电子信息工程,4,女,77,97,76,1,0,1,66.67,89,71,78.33,70,72.5,75.668,11.846237095944574,73.332
雷桂香,计算机科学与技术,1,女,70,79,92,0,1,1,66.67,76,83,77.18,84,81.95,74.618,11.06044001535804,81.272
杨文,金融学,1,女,72,96,96,1,1,1,100.0,75,100,90.15,75,79.54,92.65,13.856406460551018,81.06
罗欢,计算机科学与技术,4,男,99,80,65,1,1,0,66.67,96,95,85.48,70,74.64,79.71799999999999,17.03917055884274,76.19200000000001
甄莹,电子信息工程,4,女,81,91,97,1,1,0,66.67,73,98,82.98,88,86.49,79.218,8.082903768654761,85.99199999999999
郑阳,会计学,1,男,78,88,71,1,1,1,100.0,85,95,88.7,78,81.21,90.7,8.54400374531753,82.28
江桂香,会计学,4,男,100,76,96,0,1,1,66.67,95,87,86.03,65,71.31,81.168,12.858201014657274,73.412
方林,金融学,4,男,90,97,78,1,1,1,100.0,70,94,87.5,90,89.25,91.1,9.60902353693305,89.0
刘凤兰,金融学,2,男,80,70,61,1,0,1,66.67,77,97,77.93,63,67.48,73.868,9.50438495292217,68.97200000000001
韦淑华,电子信息工程,3,男,61,71,74,0,1,1,66.67,82,100,79.43,68,71.43,74.568,6.8068592855540455,72.572
路玉,英语,3,男,92,96,89,1,1,1,100.0,80,98,92.2,100,97.66,94.4,3.511884584284246,96.88
陈云,计算机科学与技术,4,男,88,81,69,1,0,1,66.67,99,88,83.88,99,94.46,78.518,9.60902353693305,92.952
刘敏,金融学,2,男,75,79,69,1,1,0,66.67,74,88,76.13,86,83.04,73.268,5.033222956847166,82.05199999999999
徐桂花,计算机科学与技术,4,女,88,68,62,0,1,0,33.33,83,71,66.97,74,71.89,58.232,13.613718571108091,71.188
兰萍,电子信息工程,4,女,72,96,75,1,1,1,100.0,81,75,83.3,91,88.69,87.69999999999999,13.076696830622021,87.92
曾欣,会计学,4,女,91,81,68,1,1,1,100.0,91,89,89.0,91,90.4,91.0,11.532562594670797,90.2
叶磊,英语,4,女,81,67,64,1,1,1,100.0,88,81,83.45,83,83.14,86.55,9.073771725877465,83.18
张健,金融学,2,男,72,91,98,1,1,1,100.0,74,70,82.1,93,89.73,87.69999999999999,13.45362404707371,88.63999999999999
赵成,会计学,4,女,79,79,71,1,1,1,100.0,86,71,82.15,86,84.84,86.45,4.618802153517006,84.46000000000001
祁建平,计算机科学与技术,4,女,91,71,83,1,1,0,66.67,89,82,80.58,85,83.67,76.81800000000001,10.066445913694333,83.232
郑俊,会计学,1,男,97,65,62,1,1,0,66.67,79,94,78.98,90,86.69,75.018,19.39931270260195,85.592
张岩,会计学,1,女,67,74,70,1,1,1,100.0,77,71,78.1,96,90.63,83.3,3.511884584284246,88.83999999999999
杨旭,电子信息工程,2,男,84,71,81,1,0,1,66.67,78,90,78.93,77,77.58,75.468,6.8068592855540455,77.77199999999999
王海燕,金融学,2,男,71,68,90,1,1,0,66.67,85,79,77.23,96,90.37,74.16799999999999,11.930353445448855,88.49199999999999
康玉英,英语,1,女,86,77,67,1,0,0,33.33,100,70,72.17,93,86.75,61.832,9.504384952922168,84.668
贾帆,金融学,1,男,70,70,100,1,1,1,100.0,73,73,80.5,74,75.95,85.9,17.320508075688775,76.6
魏莉,电子信息工程,1,女,88,96,90,0,1,1,66.67,87,78,81.98,66,70.79,78.818,4.163331998932265,72.392
李桂芝,会计学,3,女,72,78,72,1,1,1,100.0,85,93,86.7,87,86.91,88.9,3.4641016151377544,86.88
武洋,金融学,2,男,99,100,87,1,1,1,100.0,89,80,90.85,61,69.96,93.94999999999999,7.234178138070235,72.94
沈桂香,英语,4,女,93,75,63,1,1,1,100.0,81,95,87.1,96,93.33,89.5,15.0996688705415,92.44
张亮,计算机科学与技术,1,男,72,95,75,1,1,1,100.0,80,94,87.7,82,83.71,90.3,12.503332889007368,84.28
吴畅,计算机科学与技术,2,女,86,72,77,0,1,1,66.67,70,92,77.33,75,75.7,74.468,7.094598884597588,75.932
庄丽,英语,4,男,71,67,99,1,0,1,66.67,97,78,80.78,88,85.83,76.618,17.435595774162696,85.112
陈雷,会计学,1,女,98,73,73,1,1,0,66.67,81,89,80.23,63,68.17,76.568,14.433756729740644,69.892
莫秀芳,金融学,1,男,92,68,70,1,1,1,100.0,70,92,83.5,99,94.35,87.3,13.316656236958785,92.8
罗娟,会计学,4,男,95,68,76,1,0,1,66.67,86,88,80.73,73,75.32,76.668,13.868429375143148,76.092
赵楠,会计学,1,男,70,85,82,1,1,0,66.67,98,73,79.78,92,88.33,76.018,7.937253933193772,87.112
范佳,电子信息工程,1,男,79,75,97,1,1,1,100.0,74,93,86.85,75,78.55,90.14999999999999,11.71893055416463,79.74000000000001
彭欣,英语,1,女,91,90,65,1,1,1,100.0,73,70,80.35,74,75.9,86.05,14.730919862656235,76.53999999999999
林建国,计算机科学与技术,2,女,61,76,66,1,1,1,100.0,94,93,87.05,73,77.21,88.35,7.637626158259733,78.62
李红霞,会计学,3,男,98,61,63,1,1,1,100.0,72,70,77.7,93,88.41,83.5,20.808652046684813,86.88
宋亮,电子信息工程,2,女,74,75,68,1,1,1,100.0,76,99,85.45,86,85.84,87.95,3.7859388972001824,85.78
宋柳,计算机科学与技术,1,男,93,72,94,1,1,1,100.0,77,100,90.15,64,71.84,92.45,12.42309676905615,74.46000000000001
王亮,会计学,4,男,77,100,95,1,1,1,100.0,84,76,87.2,84,84.96,91.2,12.096831541082704,85.28
冯凯,计算机科学与技术,3,女,90,68,92,1,1,1,100.0,73,71,81.0,69,72.6,86.6,13.316656236958787,73.8
陈丹,会计学,2,女,61,97,73,1,1,1,100.0,93,94,89.85,92,91.35,91.14999999999999,18.33030277982336,91.13999999999999
宋璐,计算机科学与技术,1,男,71,72,91,1,1,1,100.0,84,74,82.9,65,70.37,87.1,11.269427669584644,72.16
周建华,会计学,3,女,80,78,99,1,1,1,100.0,78,71,82.95,85,84.38,88.05,11.590225767142472,84.18
傅建,英语,2,女,97,84,81,1,1,1,100.0,70,85,84.95,92,89.88,89.45,8.504900548115383,89.18
仇慧,计算机科学与技术,1,男,77,90,81,1,1,1,100.0,72,90,85.3,99,94.89,89.1,6.6583281184793925,93.52
曹建平,计算机科学与技术,3,男,90,78,91,1,1,1,100.0,95,100,94.65,99,97.7,95.15,7.234178138070236,97.26
叶杨,电子信息工程,1,女,92,88,99,1,1,1,100.0,99,80,92.65,64,72.6,94.75,5.5677643628300215,75.46000000000001
薛婷,会计学,4,女,65,61,62,1,1,1,100.0,96,79,82.55,90,87.76,85.05,2.0816659994661326,87.02000000000001
倪瑜,英语,4,女,94,77,71,1,1,1,100.0,100,75,87.95,81,83.08,90.45,11.930353445448853,83.78
包玲,英语,4,女,95,76,87,1,1,1,100.0,79,77,84.8,60,67.44,89.19999999999999,9.539392014169456,69.92
周凯,英语,2,男,88,77,81,1,1,1,100.0,100,72,87.6,85,85.78,90.39999999999999,5.5677643628300215,86.03999999999999
吴淑兰,金融学,1,男,75,93,79,1,0,1,66.67,79,94,81.28,61,67.08,77.318,9.451631252505218,69.112
马明,英语,1,女,94,67,76,1,1,1,100.0,97,86,89.45,62,70.24,91.15,13.74772708486752,72.97999999999999
杨军,会计学,2,男,72,78,86,1,1,1,100.0,90,80,86.1,65,71.33,89.1,7.023769168568492,73.44
江玉,英语,2,女,87,66,99,1,1,1,100.0,86,76,85.7,76,78.91,89.5,16.703293088490067,79.88
王佳,英语,3,女,73,85,74,1,1,1,100.0,89,77,84.7,67,72.31,88.1,6.6583281184793925,74.08
钱红,英语,2,女,78,90,65,1,1,1,100.0,72,77,80.55,76,77.36,85.64999999999999,12.503332889007368,77.82
邵杰,英语,4,女,81,73,84,1,1,1,100.0,99,95,92.3,78,82.29,92.89999999999999,5.686240703077327,83.72
翟志强,英语,1,女,61,96,65,1,1,1,100.0,96,95,89.95,86,87.18,90.85,19.157244060668017,87.58000000000001
梁金凤,电子信息工程,1,男,83,92,67,1,0,1,66.67,97,81,82.03,91,88.31,77.568,12.662279942148386,87.412
涂凤兰,金融学,3,男,72,68,82,1,1,1,100.0,84,97,87.45,79,81.54,89.35,7.211102550927978,82.38
王玉英,计算机科学与技术,2,男,64,65,81,1,1,0,66.67,94,76,76.83,80,79.05,73.168,9.539392014169456,78.732
李洋,英语,4,男,74,86,93,1,1,1,100.0,72,95,87.05,64,70.91,90.35,9.60902353693305,73.22
王莉,会计学,4,女,65,94,62,1,1,1,100.0,93,85,86.6,99,95.28,88.8,17.67295485574875,94.03999999999999
李明,会计学,4,女,60,78,96,1,1,1,100.0,90,94,89.4,77,80.72,91.0,18.0,81.96000000000001
许想,计算机科学与技术,1,女,81,97,81,1,1,1,100.0,84,77,86.15,81,82.54,90.05000000000001,9.237604307034013,83.06
凌金凤,金融学,1,男,97,88,82,1,1,1,100.0,73,80,84.95,76,78.68,89.65,7.54983443527075,79.58000000000001
李阳,会计学,1,女,93,91,100,1,1,1,100.0,80,94,91.9,92,91.97,94.5,4.725815626252609,91.96000000000001
沈小红,计算机科学与技术,1,女,90,73,83,0,0,1,33.33,86,90,75.27,86,82.78,64.332,8.54400374531753,81.708
董坤,电子信息工程,2,男,79,74,94,1,1,1,100.0,92,93,90.95,80,83.28,92.45,10.408329997330664,84.38
苏瑞,电子信息工程,3,女,73,63,73,1,1,1,100.0,84,78,81.4,83,82.52,85.2,5.773502691896257,82.36
魏玉珍,计算机科学与技术,1,女,98,64,93,1,1,1,100.0,99,99,95.0,74,80.3,95.2,18.35755975068582,82.4
金兰英,会计学,1,男,88,79,92,1,1,0,66.67,95,78,82.48,72,75.14,78.518,6.6583281184793925,76.19200000000001
陈秀珍,会计学,2,女,93,98,79,1,1,1,100.0,85,98,92.75,94,93.62,94.45,9.848857801796104,93.5
张红,英语,3,男,67,96,78,1,1,1,100.0,90,100,91.6,64,72.28,92.6,14.6401275039985,75.03999999999999
